"","site","year","species_name","plant_ID","count","method","stem_cm","trap_area_m2","family","genus","epithet","seed_development_years","pollinator_code","mycorrhiza_type","needleleaf_broadleaf","deciduous_evergreen","seed_maturation_timing","seed_mass_mg","sexual_system","shade_tolerance","growth_form","seed_bank","fleshy_fruit","dispersal_syndrome","fruits_m2","fruits"
"36126","HBR",1998,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36127","HBR",1998,"Acer_saccharum",NA,4,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",40,40
"36128","HBR",1998,"Acer_saccharum",NA,7,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",70,70
"36129","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36130","HBR",1998,"Acer_saccharum",NA,5,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",50,50
"36131","HBR",1998,"Acer_saccharum",NA,4,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",40,40
"36132","HBR",1998,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36133","HBR",1998,"Acer_saccharum",NA,5,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",50,50
"36134","HBR",1998,"Fagus_grandifolia",NA,6,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",60,60
"36135","HBR",1998,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36136","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36137","HBR",1998,"Acer_saccharum",NA,5,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",50,50
"36138","HBR",1998,"Acer_saccharum",NA,4,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",40,40
"36139","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36140","HBR",1998,"Acer_saccharum",NA,8,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",80,80
"36141","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36142","HBR",1998,"Acer_saccharum",NA,10,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",100,100
"36143","HBR",1998,"Fagus_grandifolia",NA,8,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",80,80
"36144","HBR",1998,"Acer_saccharum",NA,21,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",210,210
"36145","HBR",1998,"Acer_saccharum",NA,7,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",70,70
"36146","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36147","HBR",1998,"Acer_saccharum",NA,10,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",100,100
"36148","HBR",1998,"Acer_saccharum",NA,20,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",200,200
"36149","HBR",1998,"Acer_saccharum",NA,6,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",60,60
"36150","HBR",1998,"Acer_saccharum",NA,4,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",40,40
"36151","HBR",1998,"Acer_saccharum",NA,24,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",240,240
"36152","HBR",1998,"Acer_saccharum",NA,11,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",110,110
"36153","HBR",1998,"Acer_saccharum",NA,14,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",140,140
"36154","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36155","HBR",1998,"Acer_saccharum",NA,18,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",180,180
"36156","HBR",1998,"Fagus_grandifolia",NA,5,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",50,50
"36157","HBR",1998,"Acer_saccharum",NA,9,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",90,90
"36158","HBR",1998,"Fagus_grandifolia",NA,5,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",50,50
"36159","HBR",1998,"Acer_saccharum",NA,5,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",50,50
"36160","HBR",1998,"Fagus_grandifolia",NA,13,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",130,130
"36161","HBR",1998,"Acer_saccharum",NA,13,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",130,130
"36162","HBR",1998,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36163","HBR",1998,"Acer_saccharum",NA,14,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",140,140
"36164","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36165","HBR",1998,"Acer_saccharum",NA,6,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",60,60
"36166","HBR",1998,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36167","HBR",1998,"Acer_saccharum",NA,7,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",70,70
"36168","HBR",1998,"Acer_saccharum",NA,10,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",100,100
"36169","HBR",1998,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36170","HBR",1998,"Acer_saccharum",NA,9,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",90,90
"36171","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36172","HBR",1998,"Acer_saccharum",NA,6,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",60,60
"36173","HBR",1998,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36174","HBR",1998,"Acer_saccharum",NA,8,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",80,80
"36175","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36176","HBR",1998,"Acer_saccharum",NA,9,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",90,90
"36177","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36178","HBR",1998,"Acer_saccharum",NA,21,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",210,210
"36179","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36180","HBR",1998,"Acer_saccharum",NA,7,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",70,70
"36181","HBR",1998,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36182","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36183","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36184","HBR",1998,"Fagus_grandifolia",NA,5,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",50,50
"36185","HBR",1998,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36186","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36187","HBR",1998,"Acer_saccharum",NA,9,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",90,90
"36188","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36189","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36190","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36191","HBR",1998,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36192","HBR",1998,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36193","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36194","HBR",1998,"Acer_saccharum",NA,3,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",30,30
"36195","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36196","HBR",1998,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36197","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36198","HBR",1998,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36199","HBR",1998,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36200","HBR",1998,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36201","HBR",1998,"Acer_saccharum",NA,4,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",40,40
"36202","HBR",1998,"Acer_saccharum",NA,11,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",110,110
"36203","HBR",1998,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36204","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36205","HBR",1998,"Acer_saccharum",NA,17,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",170,170
"36206","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36207","HBR",1998,"Acer_saccharum",NA,9,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",90,90
"36208","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36209","HBR",1998,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36210","HBR",1998,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36211","HBR",1998,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
"36212","HBR",1998,"Acer_saccharum",NA,5,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",50,50
"36213","HBR",1998,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36214","HBR",1998,"Acer_saccharum",NA,3,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",30,30
"36215","HBR",1998,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36216","HBR",1998,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36217","HBR",1999,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36218","HBR",1999,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36219","HBR",1999,"Fagus_grandifolia",NA,3,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",30,30
"36220","HBR",1999,"Fagus_grandifolia",NA,4,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",40,40
"36221","HBR",1999,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36222","HBR",1999,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36223","HBR",1999,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36224","HBR",1999,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36225","HBR",1999,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36226","HBR",1999,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36227","HBR",1999,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36228","HBR",1999,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36229","HBR",1999,"Acer_saccharum",NA,2,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",20,20
"36230","HBR",1999,"Fagus_grandifolia",NA,1,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",10,10
"36231","HBR",1999,"Acer_saccharum",NA,6,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",60,60
"36232","HBR",1999,"Acer_saccharum",NA,39,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",390,390
"36233","HBR",1999,"Acer_saccharum",NA,24,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",240,240
"36234","HBR",1999,"Acer_saccharum",NA,21,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",210,210
"36235","HBR",1999,"Acer_saccharum",NA,6,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",60,60
"36236","HBR",1999,"Acer_saccharum",NA,17,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",170,170
"36237","HBR",1999,"Acer_saccharum",NA,7,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",70,70
"36238","HBR",1999,"Acer_saccharum",NA,23,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",230,230
"36239","HBR",1999,"Acer_saccharum",NA,24,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",240,240
"36240","HBR",1999,"Acer_saccharum",NA,7,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",70,70
"36241","HBR",1999,"Acer_saccharum",NA,15,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",150,150
"36242","HBR",1999,"Acer_saccharum",NA,1,"TRAP",NA,0.1,"Aceraceae","Acer","saccharum",2,"animal","AM","broadleaf","deciduous","fall",63.62381068,"polygamo-dioecious","tolerant","tree","no","no","abiotic",10,10
"36243","HBR",1999,"Fagus_grandifolia",NA,2,"TRAP",NA,0.1,"Fagaceae","Fagus","grandifolia",2,"wind","EM","broadleaf","deciduous","fall",253.5634093,"monoecious","tolerant","tree","no","no","synzoochory",20,20
